                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,       train/scene_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,         val/scene_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 5.0919,                 5.5892,                 4.3803,                0.26649,                      0,                      0,                      0,                      0,                  4.187,                 5.3936,                 4.1367,                      0,                 0.0973,                 0.0003,                 0.0003
