                  epoch,         train/box_loss,         train/cls_loss,         train/dfl_loss,       train/scene_loss,   metrics/precision(B),      metrics/recall(B),       metrics/mAP50(B),    metrics/mAP50-95(B),           val/box_loss,           val/cls_loss,           val/dfl_loss,         val/scene_loss,                 lr/pg0,                 lr/pg1,                 lr/pg2
                      0,                 5.4121,                 5.6763,                 4.3191,                0.26993,                      0,                      0,                      0,                      0,                 4.7706,                 5.4809,                 4.1472,                      0,                 0.0991,                 0.0001,                 0.0001
